time,dir,queue,vehicles,mean_speed
2122.0,E,0,0,16.67
2122.0,S,0,4,10.708009364253769
2123.0,W,0,2,15.057689482315112
2123.0,N,1,4,10.188488540206352
2123.0,E,0,0,16.67
2123.0,S,0,4,10.137864472988232
2124.0,W,0,2,15.449881121797329
2124.0,N,2,4,9.939690608076333
2124.0,E,0,0,16.67
2124.0,S,1,4,10.167923574050196
2125.0,W,0,2,14.690477851152856
2125.0,N,2,4,10.081319671952086
2125.0,E,0,0,16.67
2125.0,S,2,4,10.027922133736487
2126.0,W,0,2,15.227714860336068
2126.0,N,2,4,10.386061107701517
2126.0,E,0,1,16.28404968046064
2126.0,S,2,5,10.435297531977758
2127.0,W,0,2,15.971322229436275
2127.0,N,3,5,13.594719341156132
2127.0,E,0,2,16.29919062419813
2127.0,S,2,5,10.558275929431286
2128.0,W,0,3,16.191826868140623
2128.0,N,3,5,13.979970620714397
2128.0,E,0,2,16.238708978194005
2128.0,S,2,5,10.48773784108623
2129.0,W,0,2,16.358305616434603
2129.0,N,3,4,15.947636468916668
2129.0,E,0,2,16.26517334401228
2129.0,S,2,6,10.31074308970863
2130.0,W,0,1,16.14024198093861
2130.0,N,3,4,15.510403024267182
2130.0,E,0,2,16.165026770947037
2130.0,S,1,7,9.824935140808005
2131.0,W,0,1,16.177216567519956
2131.0,N,3,4,14.947903024267182
2131.0,E,0,3,16.344505228437264
2131.0,S,1,6,10.486644936148139
2132.0,W,0,1,16.33875254858462
2132.0,N,3,4,14.385403024267182
2132.0,E,0,3,16.36426146672825
2132.0,S,1,5,13.409516995685594
2133.0,W,0,0,16.67
2133.0,N,3,4,13.9264916594928
2133.0,E,0,4,16.446676049597116
2133.0,S,1,6,12.989487266430697
2134.0,W,0,2,14.768803175748104
2134.0,N,3,5,15.590586698521047
2134.0,E,0,4,16.624583161652705
2134.0,S,1,6,12.959123088880041
2135.0,W,0,2,14.948369382665037
2135.0,N,4,6,16.85676694678735
2135.0,E,0,4,16.6167399237198
2135.0,S,1,6,12.86928750215268
2136.0,W,0,2,15.394886140344674
2136.0,N,4,6,16.948129152867384
2136.0,E,0,4,16.49552690023034
2136.0,S,2,6,13.260752859195463
2137.0,W,0,2,15.916886629204742
2137.0,N,4,6,16.255405577892823
2137.0,E,0,4,16.421093707262948
2137.0,S,2,6,13.41982595835183
2138.0,W,0,3,16.11790656733424
2138.0,N,4,6,15.505289886549424
2138.0,E,0,3,16.50647091896873
2138.0,S,2,6,13.259303477989828
2139.0,W,0,2,16.21669667309454
2139.0,N,4,6,14.829519692528587
2139.0,E,0,3,15.874275043368474
2139.0,S,2,6,13.084073945404615
2140.0,W,0,2,16.22547961367365
2140.0,N,4,6,14.150091030117641
2140.0,E,0,2,16.395711209850226
2140.0,S,2,6,12.718618461635009
2141.0,W,0,3,16.486037306430916
2141.0,N,5,6,13.940856282883148
2141.0,E,0,2,16.155650549674636
2141.0,S,3,6,12.249409768540223
2142.0,W,0,2,16.49312266946128
2142.0,N,6,7,15.159751646407726
2142.0,E,0,2,16.097332981753397
2142.0,S,3,6,11.562362969788671
2143.0,W,0,2,16.153888749392678
2143.0,N,6,9,12.246793571073628
2143.0,E,0,2,16.02582374526025
2143.0,S,3,7,10.989099779505374
2144.0,W,0,1,16.336030904906945
2144.0,N,6,9,12.347366319202168
2144.0,E,0,2,16.098474281984306
2144.0,S,3,7,10.354474156615916
2145.0,W,0,2,15.819024844495772
2145.0,N,6,9,12.211889086192798
2145.0,E,0,3,15.93286179308421
2145.0,S,4,7,9.961252082940337
2146.0,W,0,1,16.669707413267023
2146.0,N,6,9,12.174841486241787
2146.0,E,0,3,14.810903902198064
2146.0,S,4,7,9.646799781086717
2147.0,W,0,2,16.63618369079176
2147.0,N,6,9,12.272615363864649
2147.0,E,0,2,16.18718887101435
2147.0,S,5,8,9.763658237620062
2148.0,W,0,3,16.355816303565504
2148.0,N,6,9,9.720542664174124
2148.0,E,0,2,16.06054738245015
2148.0,S,5,8,9.940952888157238
2149.0,W,0,3,15.297263761162629
2149.0,N,6,9,9.994625756308963
2149.0,E,0,2,16.167746082429105
2149.0,S,6,9,10.312324892826274
2150.0,W,0,2,15.09169893357602
2150.0,N,6,9,10.524585674020962
2150.0,E,0,3,15.336109849141028
2150.0,S,6,9,10.508036756533103
2151.0,W,0,2,15.229478210187587
2151.0,N,7,9,10.80598192535274
2151.0,E,0,3,15.580616920454691
2151.0,S,6,9,10.784968282285678
2152.0,W,0,1,15.506512347384849
2152.0,N,7,9,11.279777868272399
2152.0,E,0,3,15.548542486795775
2152.0,S,4,9,11.017572564805665
2153.0,W,0,1,14.381387347384848
2153.0,N,8,9,11.61206918974824
2153.0,E,0,3,13.26741136374513
2153.0,S,3,9,10.94400869225527
2154.0,W,0,1,13.25613734738485
2154.0,N,8,8,13.891076600114028
2154.0,E,0,3,13.094447452497086
2154.0,S,3,9,10.715035008677127
2155.0,W,1,2,13.307406265037173
2155.0,N,8,8,13.890257516958602
2155.0,E,1,2,12.72123002572867
2155.0,S,3,10,10.597902313563912
2156.0,W,1,2,13.432809942340672
2156.0,N,8,8,13.890037468509538
2156.0,E,1,2,12.768476400126103
2156.0,S,4,10,10.49028697018132
2157.0,W,1,3,13.455710695786905
2157.0,N,8,8,13.89001423689219
2157.0,E,1,2,12.845061413110848
2157.0,S,5,10,10.49679200219876
2158.0,W,1,3,13.608025747480097
2158.0,N,8,8,13.89
2158.0,E,1,2,12.13834021220509
2158.0,S,6,10,10.421426130956526
2159.0,W,1,3,13.057470565160571
2159.0,N,8,8,13.89
2159.0,E,1,2,11.166193508255546
2159.0,S,6,10,10.272999376872095
2160.0,W,1,3,11.709006168847706
2160.0,N,8,8,13.89
2160.0,E,1,2,10.150691060926201
2160.0,S,7,10,9.889687790409841
2161.0,W,0,3,11.640793281985506
2161.0,N,8,8,13.89
2161.0,E,1,1,12.502500000000001
2161.0,S,7,10,9.78521666321173
2162.0,W,0,2,12.607250107254071
2162.0,N,6,8,14.082940757823634
2162.0,E,1,1,12.502500000000001
2162.0,S,5,11,9.775992153010396
2163.0,W,0,2,13.28252051917341
2163.0,N,4,8,8.449102682810347
2163.0,E,1,2,12.162759626188468
2163.0,S,3,9,9.754528710959352
2164.0,W,0,2,13.278051343509745
2164.0,N,2,8,9.176068190545623
2164.0,E,0,1,14.659124772262986
2164.0,S,2,9,9.863172685164516
2165.0,W,0,2,13.63381687862202
2165.0,N,0,7,4.696877945596568
2165.0,E,0,2,13.835494530837291
2165.0,S,1,9,10.126985902932296
2166.0,W,0,2,14.250286296615798
2166.0,N,0,7,6.08436451240731
2166.0,E,0,2,14.461438545891166
2166.0,S,0,9,10.433557976928203
2167.0,W,0,2,13.601000186254621
2167.0,N,0,7,7.684565252041509
2167.0,E,0,3,14.422659898945835
2167.0,S,0,8,10.539636815812822
2168.0,W,0,2,12.638566815394094
2168.0,N,0,6,10.313511116916564
2168.0,E,0,3,15.463799407826667
2168.0,S,0,10,9.069945157945021
2169.0,W,0,3,10.653886492780892
2169.0,N,0,7,10.059019076500048
2169.0,E,0,4,16.305229425803454
2169.0,S,1,9,9.581104591282724
2170.0,W,0,3,14.978167280231151
2170.0,N,1,5,13.106590942403447
2170.0,E,0,5,16.249476682913365
2170.0,S,0,9,10.023509865743716
2171.0,W,0,4,13.18490159963412
2171.0,N,1,6,8.996140031612384
2171.0,E,0,5,16.729811106137554
2171.0,S,0,7,10.5131471805572
2172.0,W,0,6,12.489899580159683
2172.0,N,0,4,14.755243951565593
2172.0,E,0,6,16.512874391962345
2172.0,S,0,7,11.01937831880952
2173.0,W,0,5,13.11819414029776
2173.0,N,0,5,14.508998451799863
2173.0,E,0,6,16.501189764830826
2173.0,S,0,7,11.145577419893417
2174.0,W,0,8,11.467045945328625
2174.0,N,0,7,12.429296442440588
2174.0,E,0,6,15.911953633089151
2174.0,S,0,6,12.456198211129315
2175.0,W,0,8,10.766503363888162
2175.0,N,0,6,7.827169952206379
2175.0,E,0,6,15.388687233305253
2175.0,S,0,6,13.017901656472498
2176.0,W,1,9,9.73690963101726
2176.0,N,0,8,8.059583586540139
2176.0,E,0,7,14.965216751510837
2176.0,S,0,6,12.7870074996957
2177.0,W,1,9,8.937900364799933
2177.0,N,0,6,15.749227511062323
2177.0,E,0,5,15.800333936105465
2177.0,S,0,6,12.410113397341554
2178.0,W,2,9,8.226265741792757
2178.0,N,0,6,20.546128832315826
2178.0,E,0,6,15.422739927159643
2178.0,S,0,6,13.222184181806526
2179.0,W,3,10,6.890120900550965
2179.0,N,0,4,20.066926289203586
2179.0,E,0,6,14.840060874445758
2179.0,S,0,5,14.130639848707776
2180.0,W,3,10,5.222150136674848
2180.0,N,0,3,19.090040061572182
2180.0,E,0,6,13.967185696586206
2180.0,S,0,5,13.261735730762371
2181.0,W,5,11,4.744310350333596
2181.0,N,0,3,16.813266065052872
2181.0,E,0,6,13.551887151906932
2181.0,S,0,6,12.083019064772966
2182.0,W,6,11,4.211777114469992
2182.0,N,0,4,20.252626853589017
2182.0,E,1,7,13.562445795131556
2182.0,S,0,6,10.644395535599518
2183.0,W,8,12,4.421400762770493
2183.0,N,0,4,17.9854296249948
2183.0,E,1,7,13.250042828332418
2183.0,S,0,5,11.348745761907574
2184.0,W,8,12,3.8848461101050313
2184.0,N,0,4,18.542517531419232
2184.0,E,2,7,12.805167946533814
2184.0,S,1,5,11.371223815999652
2185.0,W,10,14,3.0440397746608374
2185.0,N,0,3,19.33680781537117
2185.0,E,3,7,12.008783491186197
2185.0,S,1,5,10.998931893258773
2186.0,W,10,14,2.9757232548825865
2186.0,N,0,2,22.226181612609196
2186.0,E,3,8,11.62147279657461
2186.0,S,0,4,12.130457230099749
2187.0,W,10,14,2.8655099974000198
2187.0,N,0,3,21.145292361072407
2187.0,E,3,9,11.660170727423225
2187.0,S,0,5,11.655826613032191
2188.0,W,11,15,3.632531751730598
2188.0,N,0,2,23.248743091787375
2188.0,E,4,10,11.510356517415337
2188.0,S,0,5,11.32957812275981
2189.0,W,12,16,3.821515690011175
2189.0,N,0,2,24.199183964696175
2189.0,E,4,10,11.211798824013076
2189.0,S,0,4,12.626424660617621
2190.0,W,12,16,3.9059828301311246
2190.0,N,0,1,27.415929582735973
2190.0,E,4,12,11.851158325481645
2190.0,S,0,4,12.333439645769499
2191.0,W,13,16,3.470744964251682
2191.0,N,0,0,27.78
2191.0,E,5,12,11.748770640942466
2191.0,S,0,4,11.398481790989043
2192.0,W,13,16,3.176409351464574
2192.0,N,0,1,25.81772531339535
2192.0,E,7,13,12.01165416350269
2192.0,S,0,5,9.760151013594362
2193.0,W,13,16,2.8857716818543047
2193.0,N,0,1,26.411114726086236
2193.0,E,7,14,12.143450745186005
2193.0,S,0,5,10.023796221235225
2194.0,W,14,16,2.811105706219774
2194.0,N,0,1,26.807902392010295
2194.0,E,7,14,11.843349752437542
2194.0,S,1,5,10.37291188760572
2195.0,W,15,16,2.786033037892644
2195.0,N,0,0,27.78
2195.0,E,7,14,11.452312076243036
2195.0,S,1,5,10.70301738191346
2196.0,W,16,17,3.116965193530749
2196.0,N,0,0,27.78
2196.0,E,7,15,11.240584230392832
2196.0,S,1,5,11.402957923202457
2197.0,W,16,17,2.981374787260668
2197.0,N,0,0,27.78
2197.0,E,8,15,10.753120198928327
2197.0,S,1,5,12.457197433245481
2198.0,W,16,17,2.8310030129527015
2198.0,N,0,0,27.78
2198.0,E,9,15,10.31144355767093
2198.0,S,1,5,12.716437691238799
2199.0,W,16,17,2.7820308205208657
2199.0,N,0,0,27.78
2199.0,E,10,15,9.762679578919375
2199.0,S,1,5,12.233611135251435
2200.0,W,17,17,2.7791053043931075
2200.0,N,0,0,27.78
2200.0,E,11,17,10.147708212362469
2200.0,S,0,5,11.765353263629821
2201.0,W,17,18,3.0607626005672746
2201.0,N,0,0,27.78
2201.0,E,11,17,9.884202784001898
2201.0,S,0,4,13.28833081696779
2202.0,W,17,19,3.275467243294212
2202.0,N,0,0,27.78
2202.0,E,13,18,10.045200249408028
2202.0,S,0,4,13.035484824959667
2203.0,W,17,19,3.3215767758811667
2203.0,N,0,0,27.78
2203.0,E,13,19,10.285266917657585
2203.0,S,1,4,12.22181651468197
2204.0,W,17,20,3.7007951893393396
2204.0,N,0,0,27.78
2204.0,E,14,19,10.123629273312773
2204.0,S,1,4,10.25090988089773
2205.0,W,18,20,3.66299849887771
2205.0,N,0,0,27.78
2205.0,E,14,19,9.918517477337069
2205.0,S,1,3,10.731698921761513
2206.0,W,18,20,3.2130511021237353
2206.0,N,0,0,27.78
2206.0,E,15,19,9.61985784077315
2206.0,S,1,2,12.54369109933483
2207.0,W,19,20,2.7333813141869197
2207.0,N,0,0,27.78
2207.0,E,13,19,9.23220775287871
2207.0,S,1,2,12.50517906274386
2208.0,W,17,20,2.2814651165559283
2208.0,N,0,0,27.78
2208.0,E,11,17,8.875105259249933
2208.0,S,1,2,12.197082404755026
2209.0,W,15,20,2.397298015931076
2209.0,N,0,0,27.78
2209.0,E,10,17,8.691090184650836
2209.0,S,1,2,11.170742785811862
2210.0,W,14,19,2.3698172148381897
2210.0,N,0,0,27.78
2210.0,E,9,19,5.504692601133331
2210.0,S,1,2,10.309415979913876
2211.0,W,12,20,2.7885543670447657
2211.0,N,0,0,27.78
2211.0,E,8,17,6.310086182535749
2211.0,S,1,1,12.502500000000001
2212.0,W,10,20,3.3647077347275625
2212.0,N,0,0,27.78
2212.0,E,7,17,7.534078569482775
2212.0,S,1,2,10.030230737729587
2213.0,W,8,20,4.155800399453147
2213.0,N,0,0,27.78
2213.0,E,5,18,7.793935527158352
2213.0,S,1,2,10.408681283904595
2214.0,W,6,20,4.001791857925981
2214.0,N,0,0,27.78
2214.0,E,4,17,8.531899798474809
2214.0,S,1,2,10.753725410254564
2215.0,W,5,18,3.1729901192120824
2215.0,N,0,1,22.400772606847738
2215.0,E,2,19,8.119587931920561
2215.0,S,1,2,11.367636465480908
2216.0,W,2,17,3.3637214770161954
2216.0,N,0,1,22.74392852632881
2216.0,E,1,19,8.846894170446465
2216.0,S,1,2,11.712426121665686
2217.0,W,1,16,3.931862031428747
2217.0,N,0,1,23.33761472817713
2217.0,E,1,19,8.805505593658978
2217.0,S,1,3,11.791194243367274
2218.0,W,0,14,4.157130333515099
2218.0,N,0,3,18.629819024159552
2218.0,E,2,19,9.17171522122463
2218.0,S,1,3,12.14126131754506
2219.0,W,0,15,4.452354880768181
2219.0,N,0,3,19.646922077098218
2219.0,E,2,19,9.031880620451133
2219.0,S,1,3,12.525348312905425
2220.0,W,0,15,4.6197455657784845
2220.0,N,0,4,20.038040077823347
2220.0,E,3,18,8.923952134637815
2220.0,S,1,3,12.672078925994978
2221.0,W,0,14,2.9367704249778965
2221.0,N,0,4,20.586698746002533
2221.0,E,4,18,8.930703437640593
2221.0,S,1,3,13.040589672329968
2222.0,W,0,13,3.6580778565566323
2222.0,N,0,3,20.58384177133231
2222.0,E,4,18,8.570974244601107
2222.0,S,1,3,13.60522211929688
2223.0,W,0,14,4.829227940184441
2223.0,N,0,2,20.429070898281978
2223.0,E,4,17,8.29339989904242
2223.0,S,1,3,13.639774530147488
2224.0,W,1,14,4.895283181169022
2224.0,N,0,2,21.385544517446878
2224.0,E,5,17,8.211676662823992
2224.0,S,1,3,13.505638946733804
2225.0,W,3,15,6.04316969711415
2225.0,N,0,1,25.040606985310156
2225.0,E,6,17,8.160643582360832
2225.0,S,1,3,13.660354311148534
2226.0,W,3,14,5.925095671115798
2226.0,N,0,0,27.78
2226.0,E,7,15,8.112204666645171
2226.0,S,1,3,13.343118560237862
2227.0,W,3,14,6.52374928458968
2227.0,N,0,1,26.462637099488436
2227.0,E,7,16,8.467482799458594
2227.0,S,1,3,12.805646291400766
2228.0,W,4,12,4.792767045189347
2228.0,N,0,3,17.157774307559567
2228.0,E,7,15,8.476501731592801
2228.0,S,1,3,11.180723782312896
2229.0,W,2,12,4.460969338366146
2229.0,N,0,3,19.62909601723257
2229.0,E,5,14,8.328239932037214
2229.0,S,1,3,10.234417615718858
2230.0,W,2,10,4.315561109262332
2230.0,N,0,5,17.08006220259179
2230.0,E,5,14,7.877646131979314
2230.0,S,1,4,8.29097053842702
2231.0,W,2,10,4.475641215637147
2231.0,N,0,5,17.313368813248694
2231.0,E,3,15,7.69592435635108
2231.0,S,1,4,8.66949084855901
2232.0,W,2,9,4.20609451377209
2232.0,N,0,5,17.351000395133397
2232.0,E,2,14,6.81271667592991
2232.0,S,2,4,9.455548686540546
2233.0,W,2,9,4.452262456483016
2233.0,N,0,5,17.675954552557904
2233.0,E,2,15,6.502427262895443
2233.0,S,2,4,10.20675083741893
2234.0,W,2,9,3.6884631601866458
2234.0,N,0,4,16.04255865191957
2234.0,E,3,14,5.8449855092527265
2234.0,S,2,4,10.494959384470452
2235.0,W,2,9,5.081804627242025
2235.0,N,0,5,13.328726682242111
2235.0,E,4,15,5.273580860403411
2235.0,S,2,4,10.968323037002827
2236.0,W,2,9,5.03392081205228
2236.0,N,0,4,10.754995535880266
2236.0,E,5,14,4.277109492131114
2236.0,S,2,4,10.806894742232082
2237.0,W,2,10,5.554839772544919
2237.0,N,0,5,12.227913557666618
2237.0,E,6,14,3.8775359415913995
2237.0,S,2,5,8.71928717576806
2238.0,W,2,10,6.347968525368752
2238.0,N,0,3,15.522173508699971
2238.0,E,8,14,4.0348221980378565
2238.0,S,2,5,9.149307562605198
2239.0,W,3,10,6.221196028643753
2239.0,N,1,3,15.014739573472674
2239.0,E,9,13,3.1984403477552057
2239.0,S,2,5,9.712497714497879
2240.0,W,2,10,5.835209662289501
2240.0,N,1,3,14.972559252643322
2240.0,E,9,14,3.5630392893712406
2240.0,S,2,5,10.120461344414654
2241.0,W,1,9,6.2681490238328585
2241.0,N,1,2,16.13911131978013
2241.0,E,8,14,3.49402231998228
2241.0,S,2,5,10.404715288313698
2242.0,W,0,8,5.467051973086858
2242.0,N,1,3,17.97839822250325
2242.0,E,8,14,2.8749346415745194
2242.0,S,1,5,10.22234216066387
2243.0,W,0,7,5.902591205698264
2243.0,N,1,3,17.470297673119187
2243.0,E,9,14,2.7103386747969678
2243.0,S,1,4,10.549114605584988
2244.0,W,0,6,7.003911007096697
2244.0,N,1,3,16.66533409425036
2244.0,E,9,14,2.588850078185389
2244.0,S,1,4,9.958846314084141
2245.0,W,1,6,7.097513839808812
2245.0,N,2,3,16.01089662896119
2245.0,E,10,14,2.37415190177087
2245.0,S,2,4,9.112839786041425
2246.0,W,2,6,6.947893653326055
2246.0,N,2,3,15.259539942328686
2246.0,E,10,14,1.8056059732389556
2246.0,S,3,4,8.518503045919273
2247.0,W,3,5,8.605627219810735
2247.0,N,2,3,14.565549930216166
2247.0,E,10,14,1.5729215744816103
2247.0,S,3,4,8.52074444509905
2248.0,W,4,5,8.455953117533957
2248.0,N,2,3,14.012285887978514
2248.0,E,9,14,1.405994990672114
2248.0,S,3,4,8.567301565667918
2249.0,W,5,5,8.343712598485244
2249.0,N,2,4,16.462350390822554
2249.0,E,9,14,1.1238569124666746
2249.0,S,3,4,7.920779980751651
2250.0,W,5,5,8.340901956800005
2250.0,N,3,4,16.172497527687337
2250.0,E,9,14,0.8633572692962539
2250.0,S,3,4,6.795353195899958
2251.0,W,3,4,8.524445225069357
2251.0,N,3,5,17.177271995836854
2251.0,E,9,13,2.7885278421270927
2251.0,S,3,3,8.335
2252.0,W,2,4,8.774769911659074
2252.0,N,2,6,11.282529797394108
2252.0,E,10,13,2.7315719967756333
2252.0,S,1,3,8.140382394400806
2253.0,W,2,4,8.854776041623419
2253.0,N,1,5,11.515967120851402
2253.0,E,12,14,2.7281707628739538
2253.0,S,0,2,10.096896076019226
2254.0,W,2,4,9.045617202229113
2254.0,N,0,4,11.730892159446812
2254.0,E,10,12,2.7887467282852665
2254.0,S,0,2,10.729238591448532
2255.0,W,2,4,8.958453609397905
2255.0,N,0,4,11.889197840152061
2255.0,E,8,12,2.7675748625601666
2255.0,S,0,3,11.080147310171302
2256.0,W,2,3,8.524999378232902
2256.0,N,0,3,12.18685108170075
2256.0,E,7,12,3.1515723573788588
2256.0,S,0,3,11.117055020477203
2257.0,W,2,3,8.41104908118022
2257.0,N,0,3,12.514238560784023
2257.0,E,6,12,2.9626957264392724
2257.0,S,0,4,10.477190441374308
2258.0,W,2,3,8.464252898325729
2258.0,N,0,2,18.606003164967632
2258.0,E,5,11,3.652200715718095
2258.0,S,0,5,11.007393724034989
2259.0,W,3,3,8.339918513717986
2259.0,N,0,2,18.15962142714395
2259.0,E,4,12,5.346400575461123
2259.0,S,1,5,11.627188718374162
2260.0,W,3,3,8.335787186052158
2260.0,N,0,1,20.866654648464714
2260.0,E,2,10,6.09662142786462
2260.0,S,1,6,11.428931742758527
2261.0,W,3,3,8.335416675655512
2261.0,N,1,1,20.842737579052958
2261.0,E,1,11,7.676398686569181
2261.0,S,1,6,11.940466597532353
2262.0,W,3,3,8.335199013952474
2262.0,N,1,1,20.837537932349743
2262.0,E,1,11,8.965753233721866
2262.0,S,0,6,12.4779445527042
2263.0,W,3,4,6.416439027867169
2263.0,N,1,1,20.83697380514416
2263.0,E,1,11,9.183177781403945
2263.0,S,0,6,13.064811897957558
2264.0,W,3,5,5.231042706451262
2264.0,N,0,1,21.096244418675894
2264.0,E,1,10,9.948147560571151
2264.0,S,0,5,16.744743324234097
2265.0,W,3,5,6.27305295105325
2265.0,N,0,1,22.767237270459713
2265.0,E,2,10,9.782134119081713
2265.0,S,0,5,16.87437317304716
2266.0,W,3,6,6.546183229020749
2266.0,N,0,1,23.097054876351443
2266.0,E,2,9,10.478643579779249
2266.0,S,0,5,16.635431155960646
2267.0,W,3,7,6.327687713625198
2267.0,N,0,1,23.50130647359108
2267.0,E,3,9,9.571223171020883
2267.0,S,0,4,17.014396093205576
2268.0,W,3,6,6.55573438360202
2268.0,N,0,1,24.133925373857323
2268.0,E,3,10,8.491759974670588
2268.0,S,0,3,16.04563365857614
2269.0,W,3,6,7.213912890885143
2269.0,N,0,1,24.71044178047375
2269.0,E,3,10,8.3462049297463
2269.0,S,0,4,14.86090316576966
2270.0,W,3,5,6.538651837412777
2270.0,N,0,1,25.338090331327816
2270.0,E,4,10,11.497194335539561
2270.0,S,0,3,15.227616286037456
2271.0,W,3,5,6.1384826247548325
2271.0,N,0,0,27.78
2271.0,E,4,10,11.163279270680487
2271.0,S,0,3,14.868562176074953
2272.0,W,3,4,6.991315816306958
2272.0,N,0,0,27.78
2272.0,E,5,10,10.824804969244815
2272.0,S,0,3,14.310401287637884
2273.0,W,3,4,6.664708836985074
2273.0,N,0,0,27.78
2273.0,E,6,10,10.542624813285737
2273.0,S,0,1,16.207094396577354
2274.0,W,3,4,7.127262204940918
2274.0,N,0,0,27.78
2274.0,E,6,11,10.403059294457403
2274.0,S,0,1,16.307541895945228
2275.0,W,3,4,7.713359443200307
2275.0,N,0,0,27.78
2275.0,E,7,11,10.087656776521342
2275.0,S,0,1,16.20312986785071
2276.0,W,3,4,8.05823405650749
2276.0,N,0,0,27.78
2276.0,E,7,12,10.367851119234471
2276.0,S,0,1,16.24416236003968
2277.0,W,3,4,8.62617684373704
2277.0,N,0,0,27.78
2277.0,E,8,12,10.537720395383474
2277.0,S,0,1,16.163593263681882
2278.0,W,3,3,8.335
2278.0,N,0,0,27.78
2278.0,E,8,13,10.922752907404899
2278.0,S,0,1,16.366193854671344
2279.0,W,3,3,8.335
2279.0,N,0,0,27.78
2279.0,E,8,13,10.740535229256643
2279.0,S,0,1,16.362602671988913
2280.0,W,3,3,8.335
2280.0,N,0,0,27.78
2280.0,E,9,13,10.440040797872708
2280.0,S,0,1,16.339335235565574
2281.0,W,3,3,8.335
2281.0,N,0,0,27.78
2281.0,E,9,14,10.61046664401352
2281.0,S,0,1,16.30941485304725
2282.0,W,3,3,8.335
2282.0,N,0,0,27.78
2282.0,E,10,15,10.807611769948572
2282.0,S,0,1,15.817062926423619
2283.0,W,3,3,8.335
2283.0,N,0,0,27.78
2283.0,E,10,15,10.451286916764998
2283.0,S,0,1,14.910854973668364
2284.0,W,3,3,8.335
2284.0,N,0,0,27.78
2284.0,E,10,15,10.082075226118102
2284.0,S,0,0,16.67
2285.0,W,3,3,8.335
2285.0,N,0,0,27.78
2285.0,E,10,15,9.6858645298515
2285.0,S,0,0,16.67
2286.0,W,3,3,8.335
2286.0,N,0,0,27.78
2286.0,E,11,15,9.473163320978534
2286.0,S,0,0,16.67
2287.0,W,3,3,8.335
2287.0,N,0,0,27.78
2287.0,E,11,15,9.261175985414592
2287.0,S,0,0,16.67
2288.0,W,3,3,8.335
2288.0,N,0,0,27.78
2288.0,E,13,15,8.977434618758132
2288.0,S,0,0,16.67
2289.0,W,3,3,8.335
2289.0,N,0,0,27.78
2289.0,E,13,15,8.67588955294466
2289.0,S,0,0,16.67
2290.0,W,3,3,8.335
2290.0,N,0,0,27.78
2290.0,E,13,15,8.398016453568
2290.0,S,0,0,16.67
2291.0,W,3,3,8.335
2291.0,N,0,0,27.78
2291.0,E,13,16,8.831766268749917
2291.0,S,0,0,16.67
2292.0,W,3,3,8.335
2292.0,N,0,0,27.78
2292.0,E,14,16,8.817163819346355
2292.0,S,0,0,16.67
2293.0,W,3,3,8.335
2293.0,N,0,0,27.78
2293.0,E,14,16,8.79809060525926
2293.0,S,0,0,16.67
2294.0,W,3,3,8.335
2294.0,N,0,0,27.78
2294.0,E,15,16,8.78642187678116
2294.0,S,0,0,16.67
2295.0,W,3,3,8.335
2295.0,N,0,0,27.78
2295.0,E,15,16,8.805679556427192
2295.0,S,0,0,16.67
2296.0,W,3,3,8.335
2296.0,N,0,0,27.78
2296.0,E,15,16,8.78515415143098
2296.0,S,0,0,16.67
2297.0,W,3,3,8.335
2297.0,N,0,0,27.78
2297.0,E,13,16,8.87782727442631
2297.0,S,0,0,16.67
2298.0,W,1,3,8.656996843848914
2298.0,N,0,0,27.78
2298.0,E,11,14,8.795893406885959
2298.0,S,0,0,16.67
2299.0,W,0,3,9.425307529523517
2299.0,N,0,0,27.78
2299.0,E,9,14,8.797435385687423
2299.0,S,0,0,16.67
2300.0,W,0,2,11.841458432093626
2300.0,N,0,0,27.78
2300.0,E,7,15,7.328727705098642
2300.0,S,0,0,16.67
2301.0,W,0,2,11.618380506668034
2301.0,N,0,0,27.78
2301.0,E,6,15,7.511521471749728
2301.0,S,0,0,16.67
2302.0,W,0,2,11.921317834745828
2302.0,N,0,0,27.78
2302.0,E,4,16,6.390767650621864
2302.0,S,0,0,16.67
2303.0,W,0,3,11.731180021056176
2303.0,N,0,0,27.78
2303.0,E,3,16,7.394605096667445
2303.0,S,0,0,16.67
2304.0,W,0,2,16.113905421233504
2304.0,N,0,0,27.78
2304.0,E,3,17,7.949832965269366
2304.0,S,0,0,16.67
2305.0,W,0,1,16.270904840212317
2305.0,N,0,1,22.57951866770021
2305.0,E,2,17,8.640809059442287
2305.0,S,0,0,16.67
2306.0,W,0,1,16.85946442835615
2306.0,N,0,1,23.199802543751172
2306.0,E,2,17,8.997726386951765
2306.0,S,0,0,16.67
2307.0,W,0,1,15.74453331684083
2307.0,N,0,2,19.155203430357012
2307.0,E,3,17,8.715199841015036
2307.0,S,0,0,16.67
2308.0,W,0,1,14.61953331684083
2308.0,N,0,2,20.132735032101717
2308.0,E,3,18,9.06069585594025
2308.0,S,0,0,16.67
2309.0,W,0,1,13.50309355835924
2309.0,N,0,3,19.63573093976714
2309.0,E,4,20,8.638817350650367
2309.0,S,0,0,16.67
2310.0,W,0,0,16.67
2310.0,N,0,3,20.576740385919162
2310.0,E,4,19,8.897914964780298
2310.0,S,0,0,16.67
2311.0,W,0,1,13.396100826384213
2311.0,N,0,3,21.422521367985333
2311.0,E,4,19,9.188343974121905
